"median","LCL","UCL","time","compartment.name","study"
0.05098735,0.024578755,0.12785085,32,"Lumen","BtoA"
0.0523788,0.02522743,0.13120015,33,"Lumen","BtoA"
0.05375,0.025914435,0.1345609,34,"Lumen","BtoA"
0.05512265,0.02653778,0.13798495,35,"Lumen","BtoA"
0.0564754,0.027182285,0.14131085,36,"Lumen","BtoA"
0.05782245,0.027814945,0.1445121,37,"Lumen","BtoA"
0.0591475,0.02844356,0.1476285,38,"Lumen","BtoA"
0.0604832,0.029070765,0.15052875,39,"Lumen","BtoA"
0.06181675,0.029640205,0.15358545,40,"Lumen","BtoA"
0.06310415,0.030240585,0.15671005,41,"Lumen","BtoA"
0.0643884,0.03085604,0.1597018,42,"Lumen","BtoA"
0.0656598,0.031449355,0.1628091,43,"Lumen","BtoA"
0.06694,0.03198982,0.1657761,44,"Lumen","BtoA"
0.06822165,0.03253325,0.1687793,45,"Lumen","BtoA"
0.0694688,0.03303991,0.1717136,46,"Lumen","BtoA"
0.07069305,0.033587365,0.1747431,47,"Lumen","BtoA"
0.07191805,0.03407625,0.177528,48,"Lumen","BtoA"
