"median","LCL","UCL","time","compartment.name","study"
1.87946,1.7875395,1.9283905,12,"Blood","BtoA"
1.87023,1.7722595,1.922871,13,"Blood","BtoA"
1.861045,1.757269,1.91747,14,"Blood","BtoA"
1.851885,1.7423485,1.9119505,15,"Blood","BtoA"
1.842825,1.727209,1.9066115,16,"Blood","BtoA"
1.83382,1.712189,1.9012605,17,"Blood","BtoA"
1.82488,1.6974475,1.895782,18,"Blood","BtoA"
1.816075,1.682813,1.8904715,19,"Blood","BtoA"
1.807315,1.6687395,1.8852305,20,"Blood","BtoA"
1.79852,1.6548105,1.87986,21,"Blood","BtoA"
1.78981,1.6406585,1.87454,22,"Blood","BtoA"
1.78114,1.6269055,1.86922,23,"Blood","BtoA"
1.77254,1.61295,1.863902,24,"Blood","BtoA"
1.764,1.599105,1.8586225,25,"Blood","BtoA"
1.75549,1.585908,1.853442,26,"Blood","BtoA"
1.747075,1.572685,1.848291,27,"Blood","BtoA"
1.738775,1.5596075,1.843011,28,"Blood","BtoA"
1.73046,1.546138,1.837803,29,"Blood","BtoA"
1.72219,1.5331845,1.832781,30,"Blood","BtoA"
1.71396,1.52024,1.8277505,31,"Blood","BtoA"
1.70581,1.5072385,1.8228,32,"Blood","BtoA"
1.697715,1.4944565,1.81778,33,"Blood","BtoA"
1.68962,1.481888,1.8126815,34,"Blood","BtoA"
1.68157,1.4696495,1.8077205,35,"Blood","BtoA"
1.673635,1.457119,1.802881,36,"Blood","BtoA"
1.66571,1.444929,1.7979095,37,"Blood","BtoA"
1.65784,1.432727,1.7931105,38,"Blood","BtoA"
1.65006,1.421075,1.788221,39,"Blood","BtoA"
1.64227,1.4092195,1.7833325,40,"Blood","BtoA"
1.6346,1.397322,1.7785135,41,"Blood","BtoA"
1.62698,1.3856355,1.7737815,42,"Blood","BtoA"
1.61936,1.374153,1.7691105,43,"Blood","BtoA"
1.611775,1.362691,1.764301,44,"Blood","BtoA"
1.604185,1.3513225,1.7595815,45,"Blood","BtoA"
1.59666,1.3401645,1.754854,46,"Blood","BtoA"
1.589265,1.329096,1.750097,47,"Blood","BtoA"
1.58183,1.318233,1.7454255,48,"Blood","BtoA"
1e-15,1e-15,1e-15,0,"Cell","BtoA"
11.99415,0.049836605,97.83645,1,"Cell","BtoA"
12.2721,0.086293545,99.3822199999999,2,"Cell","BtoA"
12.257,0.11846235,99.113305,3,"Cell","BtoA"
12.2236,0.1500738,99.073865,4,"Cell","BtoA"
12.17805,0.17869345,98.487125,5,"Cell","BtoA"
12.13215,0.20694705,97.81597,6,"Cell","BtoA"
12.09335,0.2345666,97.2060349999999,7,"Cell","BtoA"
12.05255,0.26017035,96.650745,8,"Cell","BtoA"
12.00835,0.2836819,96.31075,9,"Cell","BtoA"
11.9625,0.30460215,95.83006,10,"Cell","BtoA"
11.9098,0.3269033,95.42396,11,"Cell","BtoA"
11.8611,0.3485674,94.962795,12,"Cell","BtoA"
11.8172,0.3691996,94.4496349999999,13,"Cell","BtoA"
11.7899,0.3903728,93.8286599999999,14,"Cell","BtoA"
11.75,0.4133623,93.30181,15,"Cell","BtoA"
11.71575,0.43420265,92.781155,16,"Cell","BtoA"
11.67225,0.4546193,92.14825,17,"Cell","BtoA"
11.6232,0.4758507,91.78639,18,"Cell","BtoA"
11.5975,0.49287315,91.421515,19,"Cell","BtoA"
11.56215,0.5130045,90.8265399999999,20,"Cell","BtoA"
11.52795,0.5313075,90.434745,21,"Cell","BtoA"
11.4955,0.54861855,90.0033149999999,22,"Cell","BtoA"
11.45005,0.5664468,89.7024549999999,23,"Cell","BtoA"
11.41915,0.5849747,89.2848,24,"Cell","BtoA"
11.38505,0.601956,88.8635749999999,25,"Cell","BtoA"
11.3541,0.6192417,88.489875,26,"Cell","BtoA"
11.3251,0.6358459,88.120465,27,"Cell","BtoA"
11.29185,0.65471995,87.7577349999999,28,"Cell","BtoA"
11.25175,0.6686289,87.3443,29,"Cell","BtoA"
11.22415,0.68418045,86.99154,30,"Cell","BtoA"
11.1867,0.70100605,86.53543,31,"Cell","BtoA"
11.159,0.71707315,86.093565,32,"Cell","BtoA"
11.1247,0.7338236,85.54501,33,"Cell","BtoA"
11.1085,0.7489126,85.05791,34,"Cell","BtoA"
11.0773,0.76300735,84.572465,35,"Cell","BtoA"
11.0514,0.77909755,84.07266,36,"Cell","BtoA"
11.02925,0.7916048,83.56572,37,"Cell","BtoA"
11.0084,0.8055365,83.081005,38,"Cell","BtoA"
