"median","LCL","UCL","time","compartment.name","study"
1.460995,1.072664,1.6258905,48,"Blood","BtoA"
1e-15,1e-15,1e-15,0,"Cell","BtoA"
20.1797,0.14099815,113.5476,1,"Cell","BtoA"
20.34415,0.25740765,112.8931,2,"Cell","BtoA"
20.2627,0.36619765,111.9526,3,"Cell","BtoA"
20.20175,0.47092525,110.57475,4,"Cell","BtoA"
20.1215,0.5726332,109.6637,5,"Cell","BtoA"
20.04965,0.67165285,108.8609,6,"Cell","BtoA"
20.0128,0.769158,107.9254,7,"Cell","BtoA"
19.9503,0.8608357,106.94285,8,"Cell","BtoA"
19.92235,0.9492078,106.0737,9,"Cell","BtoA"
19.8847,1.032318,105.37885,10,"Cell","BtoA"
19.8538,1.11682,104.31155,11,"Cell","BtoA"
19.8191,1.201591,103.54375,12,"Cell","BtoA"
19.82515,1.2818905,102.49825,13,"Cell","BtoA"
19.78045,1.3624065,101.75795,14,"Cell","BtoA"
19.73665,1.441249,100.89905,15,"Cell","BtoA"
19.7025,1.5152655,100.18415,16,"Cell","BtoA"
19.64325,1.5806655,99.471425,17,"Cell","BtoA"
19.60525,1.6522635,98.70016,18,"Cell","BtoA"
19.5888,1.721106,98.05915,19,"Cell","BtoA"
19.56415,1.7897435,97.46103,20,"Cell","BtoA"
19.5528,1.861916,96.819915,21,"Cell","BtoA"
19.52255,1.925638,96.1405049999999,22,"Cell","BtoA"
19.4679,1.9901565,95.560465,23,"Cell","BtoA"
19.4558,2.055403,94.87796,24,"Cell","BtoA"
19.44465,2.114977,94.282995,25,"Cell","BtoA"
19.4139,2.17365,93.75548,26,"Cell","BtoA"
19.4074,2.2395805,92.97762,27,"Cell","BtoA"
19.3996,2.29573,92.338735,28,"Cell","BtoA"
19.3821,2.351996,91.723795,29,"Cell","BtoA"
19.3636,2.406947,91.09898,30,"Cell","BtoA"
19.3483,2.459994,90.58616,31,"Cell","BtoA"
19.32935,2.5163605,90.033735,32,"Cell","BtoA"
19.30235,2.5640705,89.633855,33,"Cell","BtoA"
19.29475,2.619681,89.11773,34,"Cell","BtoA"
19.2827,2.6691085,88.604325,35,"Cell","BtoA"
19.2693,2.7134645,88.197025,36,"Cell","BtoA"
19.2578,2.7655845,87.71452,37,"Cell","BtoA"
19.2542,2.816182,87.351635,38,"Cell","BtoA"
19.24915,2.864643,87.080585,39,"Cell","BtoA"
19.2526,2.91221,86.64147,40,"Cell","BtoA"
19.2583,2.957896,86.177525,41,"Cell","BtoA"
19.2637,3.002054,85.706885,42,"Cell","BtoA"
19.2438,3.037257,85.29352,43,"Cell","BtoA"
19.2547,3.073676,84.7745,44,"Cell","BtoA"
19.26185,3.11847,84.39441,45,"Cell","BtoA"
19.2621,3.165431,83.986115,46,"Cell","BtoA"
19.26955,3.2049155,83.5704,47,"Cell","BtoA"
19.2715,3.2465835,83.1949049999999,48,"Cell","BtoA"
1e-15,1e-15,1e-15,0,"Lumen","BtoA"
0.003771915,0.0023822265,0.007458852,1,"Lumen","BtoA"
0.00763236,0.005007027,0.01501419,2,"Lumen","BtoA"
0.0114492,0.0075835265,0.02253832,3,"Lumen","BtoA"
0.015226,0.01013095,0.029937695,4,"Lumen","BtoA"
0.0189525,0.01264932,0.03718908,5,"Lumen","BtoA"
0.02263535,0.015140215,0.04420407,6,"Lumen","BtoA"
0.02626915,0.017603005,0.05119103,7,"Lumen","BtoA"
0.0298465,0.020037985,0.0579116999999999,8,"Lumen","BtoA"
0.03338165,0.0224581,0.06463934,9,"Lumen","BtoA"
0.0368681,0.024854355,0.07119273,10,"Lumen","BtoA"
0.04030625,0.02721867,0.077606475,11,"Lumen","BtoA"
0.0437018,0.029561865,0.083759275,12,"Lumen","BtoA"
0.04703965,0.031878875,0.089936265,13,"Lumen","BtoA"
0.05033025,0.034184475,0.09596427,14,"Lumen","BtoA"
0.0535836,0.036467095,0.1019018,15,"Lumen","BtoA"
0.0567981,0.038727675,0.10777905,16,"Lumen","BtoA"
0.0599705,0.0409677,0.11346485,17,"Lumen","BtoA"
0.06309835,0.04318332,0.1190664,18,"Lumen","BtoA"
0.0661795,0.045391085,0.12459125,19,"Lumen","BtoA"
0.0692144,0.047572415,0.1298733,20,"Lumen","BtoA"
0.07223755,0.04971684,0.13518025,21,"Lumen","BtoA"
0.07522875,0.05184161,0.14034225,22,"Lumen","BtoA"
0.07817345,0.053930815,0.1453728,23,"Lumen","BtoA"
0.0810976,0.056015805,0.150297,24,"Lumen","BtoA"
0.08396,0.05811007,0.15515295,25,"Lumen","BtoA"
0.0868178,0.0601327,0.15984785,26,"Lumen","BtoA"
0.0896246,0.06208348,0.16453715,27,"Lumen","BtoA"
0.09240545,0.064092185,0.16917965,28,"Lumen","BtoA"
0.09516115,0.066051165,0.17379175,29,"Lumen","BtoA"
0.0978809,0.067995625,0.1781382,30,"Lumen","BtoA"
0.100558,0.069899835,0.1824711,31,"Lumen","BtoA"
0.103203,0.071778805,0.1868113,32,"Lumen","BtoA"
0.1058085,0.07367048,0.19087505,33,"Lumen","BtoA"
0.1083775,0.07546079,0.1950702,34,"Lumen","BtoA"
0.110931,0.077247525,0.1991858,35,"Lumen","BtoA"
0.113448,0.079040695,0.20314455,36,"Lumen","BtoA"
0.1159145,0.08076629,0.20711685,37,"Lumen","BtoA"
0.1183595,0.08248929,0.2109464,38,"Lumen","BtoA"
0.120795,0.08420241,0.21478325,39,"Lumen","BtoA"
0.1231935,0.085839345,0.21841825,40,"Lumen","BtoA"
0.1255825,0.08750596,0.2219466,41,"Lumen","BtoA"
0.1279245,0.08903638,0.2254937,42,"Lumen","BtoA"
0.1302465,0.090540995,0.22881835,43,"Lumen","BtoA"
0.1325455,0.09202077,0.23215135,44,"Lumen","BtoA"
0.1348105,0.093515605,0.23553115,45,"Lumen","BtoA"
0.137056,0.09490644,0.2387946,46,"Lumen","BtoA"
0.139285,0.096351825,0.24205335,47,"Lumen","BtoA"
0.141507,0.097787705,0.24527405,48,"Lumen","BtoA"
