"iter","p_1.1.","p_2.1.","p_3.1.","p_4.1.","GSD_error_C1_blood.1.","GSD_error_C1_cell.1.","GSD_error_C2_cell.1.","GSD_error_C2_lumen.1.","LnPrior","LnData","LnPosterior"
62970,7.88036,10.2539,-6.48361,-8.11986,1.8942,3.63532,5.95198,1.45172,-28.22198,11.25998,-16.962
63000,7.79984,10.0556,-5.17462,-7.66824,8.77593,1.69649,2.51464,2.06938,-28.45877,9.549003,-18.90977
63030,8.42256,10.0434,-4.22879,-8.32666,4.83011,1.10175,2.49115,3.91541,-28.14842,6.664679,-21.48374
63060,8.42256,10.4606,-5.73978,-7.90593,3.68515,2.89169,1.72143,1.57481,-27.59066,11.55111,-16.03955
63090,9.637,11.7099,-5.36954,-7.83779,2.41945,2.80287,6.87694,2.02777,-29.09541,9.447281,-19.64813
63120,7.13274,8.95485,-4.90585,-7.92403,5.74389,3.21987,2.54248,2.00598,-28.45242,8.966395,-19.48603
63150,6.36319,8.00245,-5.18709,-7.43017,6.5258,3.28411,5.6462,1.72334,-29.04913,9.571405,-19.47772
63180,6.36319,8.81462,-5.05999,-8.16529,9.86029,1.11047,5.1593,1.63134,-28.33302,11.28977,-17.04325
63210,6.36319,8.73599,-5.04304,-8.18859,5.03533,1.13288,2.87845,2.94921,-27.68071,10.26221,-17.41849
63240,7.02139,9.5945,-6.09647,-8.31507,1.92992,5.01306,5.11549,1.41238,-28.21003,11.41719,-16.79284
63270,9.38918,11.3465,-5.42129,-7.74002,3.39625,2.0295,1.61439,3.31415,-28.07125,9.266384,-18.80487
63300,8.34254,9.67442,-6.35817,-7.05298,3.63743,9.2424,2.43776,1.50357,-28.92362,11.26156,-17.66206
63330,6.42748,11.3221,-5.91264,-11.2678,6.17347,4.66704,4.38124,5.03771,-30.64879,3.381151,-27.26764
63360,6.6946,10.4387,-6.09596,-9.51338,5.6101,5.89845,5.68168,1.54992,-29.72965,9.645118,-20.08453
63390,7.88722,11.5883,-6.83984,-9.99027,3.48809,6.06748,4.24297,3.20323,-30.00762,7.308199,-22.69943
63420,5.71648,7.1606,-6.86213,-7.34078,2.16328,6.86194,1.11119,2.21009,-27.13842,11.74022,-15.3982
63450,5.44168,7.21097,-6.45377,-7.44374,2.45759,2.60064,6.2816,2.84353,-28.26056,8.546946,-19.71361
63480,5.22938,8.38519,-5.87663,-7.53968,3.59963,1.43511,3.93356,6.91532,-28.58263,7.377842,-21.20479
63510,5.29413,6.51999,-7.17108,-6.77933,2.76917,6.56622,2.09152,1.46613,-27.45695,8.999782,-18.45717
63540,5.44552,6.77455,-5.90117,-6.90815,1.93398,7.90078,1.27449,1.64532,-26.94652,12.13547,-14.81106
63570,6.08695,8.14802,-5.49257,-8.21489,2.03977,3.24135,8.33646,2.18705,-28.49193,8.113997,-20.37793
63600,5.55064,8.50319,-5.86058,-8.4719,1.59424,3.38375,2.17747,1.5658,-26.60054,7.8714,-18.72914
63630,5.84505,8.40879,-6.38113,-8.56582,2.06684,4.90842,4.72408,1.58079,-28.03128,11.31169,-16.71959
63660,5.43854,8.83621,-6.19714,-8.52637,1.86447,1.35541,8.87477,1.84077,-27.43615,10.47703,-16.95912
63690,4.54945,6.31888,-5.74178,-7.69801,2.54026,3.8705,3.73946,1.53889,-27.39208,11.16021,-16.23187
63720,5.04456,8.05513,-6.55114,-9.03233,3.20444,8.08485,5.09142,1.46973,-28.86197,9.988161,-18.87381
63750,5.0944,7.23803,-5.32054,-7.58724,5.83669,5.95501,2.98661,1.70195,-28.67763,9.446061,-19.23157
63780,5.07283,7.12548,-4.69855,-8.15306,8.47901,1.16655,1.72149,2.71723,-27.33687,9.471917,-17.86495
63810,6.12939,8.0665,-5.15908,-7.60613,3.34988,3.27934,5.7254,1.32546,-28.11745,9.136406,-18.98104
63840,6.17178,7.94489,-6.81787,-7.33823,3.82508,9.2201,1.61863,1.74402,-28.2728,10.86934,-17.40346
63870,6.68908,8.04074,-5.7274,-7.16176,2.58722,9.30259,1.11369,2.02281,-27.73271,12.48473,-15.24798
63900,6.20462,8.36022,-6.33798,-8.25671,1.72727,9.03482,3.85095,1.75115,-28.38608,10.29633,-18.08975
63930,6.72406,8.18247,-6.72511,-7.02828,3.15934,5.19901,1.33288,2.17236,-27.61598,10.91922,-16.69676
63960,7.41705,8.37089,-5.90398,-7.13381,1.54604,7.38757,2.08407,2.17244,-27.79814,6.981976,-20.81617
63990,6.42675,9.82366,-5.15122,-9.00634,3.99937,1.92065,7.2004,1.93692,-28.62286,8.651791,-19.97107
64020,7.41256,10.1035,-6.44292,-7.77694,5.12241,4.57848,7.93586,1.9338,-29.94857,7.87796,-22.07061
64050,7.41256,8.76888,-4.29303,-7.18696,7.6106,2.49595,1.13053,1.81663,-27.58443,10.91409,-16.67035
64080,6.87066,8.15491,-5.63531,-7.17488,4.3683,2.91771,4.93785,1.98345,-28.59916,9.384527,-19.21463
64110,5.99828,7.55828,-5.95566,-7.67884,2.36974,2.89406,5.10431,1.81441,-27.76852,10.20096,-17.56756
64140,6.44814,8.27041,-7.15529,-7.51131,3.02532,3.29358,3.7318,1.57187,-27.80552,8.742508,-19.06301
64170,6.27927,8.0868,-5.1181,-7.62423,4.24405,1.78366,2.19656,1.71353,-27.06161,10.88803,-16.17358
64200,7.28959,8.38666,-5.60137,-7.12484,2.92767,3.81091,1.68823,1.4836,-27.17343,10.55982,-16.61361
64230,5.69291,8.11641,-6.42741,-10.0412,4.90716,3.06782,9.7287,4.06664,-30.07174,4.084131,-25.98761
64260,3.56725,7.80333,-6.99307,-10.434,3.26351,3.32167,9.48155,1.71076,-28.64061,8.756826,-19.88379
64290,3.7919,7.38852,-6.93046,-10.1303,5.83868,2.61678,2.76959,3.46727,-28.42437,5.557823,-22.86655
64320,3.96033,6.55098,-6.22965,-8.42184,5.81938,9.05652,8.47032,1.86223,-30.0561,9.372623,-20.68347
64350,4.07303,5.84907,-4.34614,-7.48686,5.79135,1.49735,1.43842,1.58999,-26.27593,10.79529,-15.48064
64380,4.21717,6.26443,-6.47063,-7.76374,1.96874,6.99134,6.7952,1.52684,-28.28018,11.24224,-17.03794
64410,3.76624,6.54301,-6.6184,-8.4866,3.82091,3.30037,1.93895,1.95486,-27.18282,9.555637,-17.62718
64440,3.12586,4.84228,-7.03637,-7.44483,2.75438,8.71732,2.34863,1.91127,-27.77566,10.03718,-17.73848
64470,3.12586,5.48562,-6.0171,-8.40937,1.97025,7.58313,2.2008,3.71608,-27.97008,8.779122,-19.19095
64500,3.69801,5.70695,-5.3008,-8.14064,3.9321,1.86239,8.08123,1.73205,-27.86379,9.554933,-18.30885
64530,3.45309,5.30475,-5.14231,-7.26081,5.37839,1.86336,9.43866,1.56577,-28.17158,9.065312,-19.10627
64560,3.37179,5.59447,-6.24089,-7.93318,2.13356,2.0704,4.85144,3.88606,-27.60992,8.630438,-18.97948
64590,3.20522,5.60315,-5.94114,-8.03786,2.19009,5.22486,3.61615,1.53084,-27.32701,11.60709,-15.71992
64620,2.47774,6.30096,-7.11927,-9.43194,3.07726,1.85634,8.09269,2.0839,-27.77632,9.494926,-18.2814
64650,2.58732,6.60125,-6.24824,-9.8516,1.73857,2.73419,7.23625,1.80619,-27.38589,10.60365,-16.78224
64680,4.05274,7.7371,-6.15762,-8.149,4.51179,1.15916,4.43426,3.66801,-27.90738,8.629237,-19.27815
64710,3.26993,5.44953,-5.62219,-7.9986,2.67939,2.17968,4.76077,1.47194,-26.88311,11.38072,-15.50238
64740,3.80583,6.90171,-6.44947,-8.79047,2.79537,2.42392,3.04906,1.64336,-26.88528,11.55946,-15.32582
64770,3.36785,6.94919,-7.29075,-9.09838,4.2012,6.12839,7.70645,3.85619,-29.97517,6.394284,-23.58088
64800,2.4819,5.20063,-6.32428,-8.69306,3.31447,3.6312,6.52509,1.51206,-27.86978,10.8646,-17.00518
64830,1.48555,5.31319,-6.63438,-9.59941,2.38149,1.12145,5.54634,1.72658,-26.29222,13.23512,-13.0571
64860,1.37971,5.77462,-6.02222,-10.069,2.67649,4.28182,7.05452,2.06587,-28.21842,9.691397,-18.52703
64890,1.77099,5.49255,-7.12937,-10.0845,1.97489,9.68329,7.06541,1.84914,-28.61712,5.821922,-22.79519
64920,4.43898,6.01228,-5.75673,-8.38219,2.5132,4.77612,2.37362,1.92259,-27.32567,6.338115,-20.98756
64950,4.24715,6.19057,-6.31311,-7.62317,2.42374,3.63551,1.96463,2.23092,-26.96746,11.18529,-15.78217
64980,4.66129,6.40936,-5.85532,-7.69418,5.83456,2.62892,2.26877,1.5042,-27.3321,10.28063,-17.05147
65010,4.48172,6.21734,-6.85897,-7.57598,2.30659,5.11611,1.3981,3.14495,-27.28378,9.285012,-17.99877
65040,5.78884,6.65262,-5.86506,-6.61333,6.83128,6.26945,5.48347,3.80056,-30.29411,6.518783,-23.77532
65070,4.86878,5.42095,-6.77626,-6.27269,3.48163,9.78531,6.30044,1.62951,-29.14924,9.496768,-19.65247
65100,2.84011,4.34446,-4.90375,-7.52892,4.17954,2.68734,4.97143,2.00015,-27.76218,8.710758,-19.05142
65130,1.80231,3.09516,-5.85916,-7.45327,2.95587,6.42793,1.15991,2.32486,-26.79918,11.62048,-15.1787
65160,0.989544,2.04422,-7.70469,-6.55175,7.68189,6.87227,2.4362,1.73036,-28.13941,6.74954,-21.38987
65190,1.03057,2.64982,-5.96262,-7.29545,3.37985,7.08203,1.34856,1.63376,-26.74539,12.49069,-14.2547
65220,1.56713,3.0415,-6.45258,-7.36784,1.7869,3.89331,1.11953,1.82412,-25.49351,12.71279,-12.78072
65250,2.14777,3.94513,-6.03084,-7.73477,1.82026,3.52559,1.89211,1.6251,-25.93526,11.62119,-14.31407
65280,2.49062,4.7857,-5.87498,-8.37196,2.4633,4.82146,2.36698,1.92649,-27.04685,10.79064,-16.25621
65310,2.52929,6.20438,-5.83903,-7.74291,5.28917,1.16401,4.1751,3.79727,-27.76624,7.28508,-20.48115
65340,2.76166,6.57536,-5.88624,-9.66501,3.64129,5.02667,6.66365,1.63813,-28.56224,10.19287,-18.36937
65370,2.43999,6.81991,-6.4065,-10.1782,1.8288,3.26737,3.21335,2.279,-27.05432,8.041133,-19.01319
65400,1.54636,5.37273,-7.37462,-9.70553,5.65547,7.75218,7.20905,1.57623,-29.27366,8.516908,-20.75676
65430,1.03852,4.16367,-6.11302,-9.12051,4.94421,1.97783,4.44139,1.96532,-27.36211,10.30874,-17.05337
65460,0.294265,4.16077,-7.18188,-9.74315,3.61788,1.20953,8.45619,1.43821,-26.85668,7.351376,-19.50531
65490,0.0714067,3.56747,-6.51962,-9.64542,5.54925,1.21165,7.11422,3.31029,-27.88513,8.770435,-19.11469
65520,0.543638,3.58654,-6.10954,-8.71227,2.34978,2.70092,6.51744,1.37437,-26.8738,11.55586,-15.31794
65550,-0.0230775,3.64813,-6.64073,-10.2476,4.3498,1.1603,4.77967,2.92037,-27.0902,8.824545,-18.26566
65580,0.778214,4.48065,-6.18518,-8.77258,2.50799,1.27384,7.29177,4.83342,-27.64484,9.369617,-18.27522
